jobNumber,job_title,job_location,job_description,original_link,original_link_clean,job_company,job_money_unchanged,job_money,salary_description,range_lower,range_upper,original_link_emails,original_link_telephones,image_src_link,image_src_link_path,image_src_link_file,image_link,job_date,indeed_date,original_plain_text,original_html,company_description_indeed,company_revenue_indeed,company_employees_indeed,company_industry_indeed,company_links_indeed
162059,Delivery Driver - Botany,Botany NSW,A current Medium Rigid (MR) or above truck licence. A minimum of 1 year experience in a similar role or MR/HR delivery driving role....,https://tnt.currentjobs.co/job/delivery-driver-botany/botany/978?mode=job&iis=Indeed&iisn=Indeed.com,https://tnt.currentjobs.co/job/delivery-driver-botany/botany/978?mode=job&iis=Indeed,TNT Express,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/9505a828032df55b42b93778d63a85b7,https://d2q79iu7y748jz.cloudfront.net/s/_logo,9505a828032df55b42b93778d63a85b7,/cmp/TNT?from=SERP&campaignid=serp-linkcompanyname&fromjk=f26cf37df0030df4&jcid=28e7639881f6738f,01-05-2016_16:00,Just posted,"Apply at TNT
Powered by ©PhoenixATS- Recruitment Software solution from ©Capital Software


Tweet

Share by email
Print
Job no:BOT0302016
Apply Now
Closing Date:Tuesday, May 31, 2016
Location:Botany
We are TNT - The People Network. As one of the world’s largest express delivery companies, we support businesses across the globe and strive to provide the perfect transaction and customer experience.TNT is in the midst of an exciting period of business growth as we invest in new infrastructure across Australia. We are now seeking experienced drivers to deliver express packages using 3-6 tonne trucks. As the face of TNT and based out of Botany depot, you will perform pick-ups and deliveries across the central region of Sydney and ensure exceptional customer service is provided and service delivery times are achieved.What can we offer?•	Work locally and close to home•	Great on-site facilities including car parking•	An attractive hourly rate and performance incentive bonuses•	Monday to Friday hours for work life balance•	Training and career path opportunities.Why do our Drivers love working at TNT?Great team mates, a friendly environment, supportive managers, autonomy, variety, keeping busy and active, and the relationships they develop with our customers.Requirements:A current Medium Rigid (MR) or above truck licence. A minimum of 1 year experience in a similar role or MR/HR delivery driving role. An excellent driving record combined with good geographical knowledge and confidence in adapting to new technologies. Successful applicants will also have a strong work ethic and the proven ability to meet deadlines.As an investor in people, our culture values diversity at TNT. We have a number of initiatives to increase our diversity such as ‘Women in Transport’ and supporting youth employment.
Permanent Full Time
Register/Login
Vacancies
",,,,,,
162060,Children's Services Employee (Outside School Hours Care),Carina VIC,"Before School Care from 6.45am to 9am, After School Care between 1.30pm and 6.15pm, Vacation Care shifts range between 7.00am to 6.00pm, minimum of 2 hours per...",http://centacarebrisbane.net.au/about/careers/view/?i=1751,http://centacarebrisbane.net.au/about/careers/view/?i=1751,Centacare,,,,,,atcarinaoshc@bne.centacare.net.auor,,,,,/cmp/Centacare?from=SERP&campaignid=serp-linkcompanyname&fromjk=422400c66daa3420&jcid=b9382525978c367e,01-05-2016_16:00,Just posted,"Available position
ContactLatest NewsCareersPrivacy PolicyWeb Disclaimer
Disability ServicesFamily & Relationship ServicesChild CarePastoral CareCommunity Support
For more than 50 years Centacare Brisbane has been the social services arm of the Catholic Church in theArchdiocese of Brisbane.
Applications should be addressed to Yolanda Burke atcarinaoshc@bne.centacare.net.auor Our Place OSHC, 10 Nyrang Street, Carina QLD 4152.
Applicants must provide a letter of application addressing the Job Requirements listed above (maximum of 2 pages) and a current resume (including contact details for 2 professional referees).  Your application must outline your availability.
The Archdiocese of Brisbane has implemented standards of conduct for workers to maintain a safe and healthy environment for children.  Our commitment to these standards requires that we conduct background referencing for all persons who intend to engage in employment having direct and regular involvement with children and young people (0 - 18 years).
Job Requirements:• Certificate III in Children's Services (or equivalent as per ACECQA guidelines) or demonstrate a willingness to complete the studies• First Aid, CPR, Asthma and Anaphylaxis• Working with Children Check (Blue Card) from the Queensland Public Safety Business Agency• Knowledge and understanding of the National Quality Framework including National Quality Standards, Education and Care Services National Law Act 2010 and Educational and Care Services National Regulations 2011• Conversant with school aged care framework My Time Our Place• Experience in the education and care of children• Effective oral and written communication within the workplace
Key Responsibilities:• Assist in the delivery of a high quality, inclusive, educational program• Provide children with a safe, secure, welcoming and nurturing environment• Work collaboratively within an established team to ensure the best outcomes for children and families• Participate in professional and personal development• Promote the service within the local community in accordance with the Vision, Mission and Values of Centacare Child Care Services
Hours: Before School Care from 6.45am to 9am, After School Care between 1.30pm and 6.15pm, Vacation Care shifts range between 7.00am to 6.00pm, minimum of 2 hours per shiftRemuneration: as per the Children's Services Modern Award 2010. From $23.1415 per hour (depending on qualifications and experience)
Our Service works in the interests of young children and put children's learning and comfort needs first.  We take pride in providing the quality service to the community and look for a candidate with a great team work ethic.
Our Place provides Before School Care, After School Care and Vacation Care and consists of both a Junior (Prep - Yr 1) and Senior (Yr 2-Yr 7) CampusThe service is an integral part of the school and parish community.
Centacare Child Care Services, an agency of the Catholic Archdiocese of Brisbane, is seeking to appoint two Children's Services Employee at Our Place Outside School Hours Care, Carina.
Casual
• A professional not-for-profit provider• Opportunities for personal and professional development• Help support and enrich the lives of children and families
« Back to open positions
",,"The Catholic social service agencies, now known as Centacare, had their beginnings in Perth in 1928. An Irish priest, John Thomas McMahon, had emigrated to Perth in 1921. He subsequently undertook doctoral studies in education at the Catholic University of America in Washington DC between 1926 and 1928 and become acquainted with the National Catholic",,,Organization,http://tsv.centacare.org.au
162050,"Sport Administration, Development and Events Assistant",Brisbane QLD,First Aid Certificate. The successful applicant will be required to obtain a Working with Children Check (blue card) if they do not already hold one and have...,http://www.sportspeople.com.au/sp/position/PositionDisplay.asp?ID=39373,http://www.sportspeople.com.au/sp/position/PositionDisplay.asp?ID=39373,Water Polo Queensland,,,,,,toclubs@waterpoloqld.com.au,,,,,,01-05-2016_16:00,Just posted,"To apply for this position please send a copy of your current resume and a coverletter toclubs@waterpoloqld.com.au.
Knowledge of Water Polo would be advantageous.
A First Aid/CPR certificate will be highly regarded.
The successful applicant will be required to obtain a Working with Children Check (blue card) if they do not already hold one and have their own reliable method of transport.
Interviews will be conducted for this position at Water Polo Queensland’s head office in Milton.
The above position description is only a basic guideline, other duties may be required.
Water Polo Queensland is seeking a motivated intern/volunteer to assist in a variety of areas. This role would be ideal for a recent graduate (or final year student) looking to gain experience within the sports industry.Key accountabilities will include (but are not limited to):

",,,,,,
162054,2016 Macquarie Capital Summer Internship Opportunities Eveni...,Melbourne VIC,As Macquarie requires applicants to have Australian or New Zealand citizenship or residency status to apply for our graduate program this event is aimed at...,http://www.careers.macquarie.com/cw/en/job/929514/2016-macquarie-capital-summer-internship-opportunities-evening-melbourne?source=IND,http://www.careers.macquarie.com/cw/en/job/929514/2016-macquarie-capital-summer-internship-opportunities-evening-melbourne?,Macquarie Group Limited,,,,,,emailingcareers@macquarie.com,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/89bbd4540267611657887f1f1a48a309,https://d2q79iu7y748jz.cloudfront.net/s/_logo,89bbd4540267611657887f1f1a48a309,/cmp/Macquarie-Group-Limited?from=SERP&campaignid=serp-linkcompanyname&fromjk=4cdc7423fe39fb8f&jcid=ca2285c3548c3efe,01-05-2016_16:00,Just posted,"Careers search
You can obtain a copy of the Macquarie Group Privacy Policy online or by requesting it from us.
You can contact us by phoning +61 2 8232 3333, faxing us at +61 2 8237 4544, writing to Macquarie Careers, GPO Box 4294 Sydney NSW 1164 Australia, or emailingcareers@macquarie.com.
You are not required by law to disclose your personal information to us, but we may not be able to accept or process your application for employment if you do not supply this information.
You may request amendments, corrections or deletions if your personal information is inaccurate, outdated or incomplete.
You can contact us by phone, fax, mail or email and request access to your personal information. In normal circumstances, we will give you full access to your personal information, however there may be some legal or administrative reason to deny you access - in which case we will tell you our reason.
If your application is unsuccessful we may retain your information on file in case a more appropriate opportunity becomes available. You are free to contact us if you do not wish us to retain your information.
Once submitted we will use your personal information for the following purposes:
You should be aware that:
These entities may be located in another jurisdiction, and personal information may be transferred to other jurisdictions with different data protection laws.  Each of the Macquarie employing entities is responsible for the shared use of personal information within  Macquarie Group and endeavours to ensure that access to and use of the Personal Information is appropriately limited to prevent its misuse or unlawful disclosure.
Because of the nature of Macquarie Group, it is common for personal information collected by the prospective employing entity to be disclosed to other entities in Macquarie Group. The purpose of that disclosure is in connection with your application for employment and for those entities to assist in providing administrative and human resources support services, risk management and for the overall management of Macquarie Group.
By submitting an application or registering interest for employment with Macquarie Group you will supply us with personal information that is subject to data protection legislation in Australia and in the country in which you are based.
Powered by PageUp
More Jobs-9
More Jobs-9
You must agree to the privacy statement
The email address was invalid, please check for errors.
Thank you for subscribing to job alerts. We will send you similar jobs when they become available.
We will email you new jobs that match this search.
Advertised:03 May 2016Aus. Eastern Standard TimeApplications close:19 May 2016Aus. Eastern Standard TimePrint application form
*Participants will be responsible for their own travel expenses and accommodation.*As Macquarie requires applicants to have Australian or New Zealand citizenship or residency status to apply for our graduate program this event is aimed at those who currently hold these requirements.
Please note spaces are limited. Successful applicants will be sent a formal invitation with further details by Thursday 19 May 2016.
Please attach your CV and academic transcript for consideration.
Applications are now open and close on Tuesday 17 May.
You must register to attend this event.
Macquarie Group Melbourne office
6.00pm – 8.00pm
Tuesday,  24 May 2016
Learn more about Macquarie Capital
Watch the 'Inside Macquarie Capital' video
At Macquarie, you'll own it.
We look for people who share our drive for innovation, ideas and excellence.
Our summer internship program will expose you to a dynamic working environment and provide the opportunity to contribute to high-profile transactions whilst working alongside the best people in the industry.
During this event, you will learn more about Macquarie Capital and our summer internship program and have the opportunity to network with our representatives.
Are you seeking a rewarding and challenging career in a group that encourages ownership, diversity and entrepreneurial endeavour? We're inviting talented and ambitious penultimate year students from a variety of disciplines to join our networking event.
Apply nowJob no:GRD-929514Work type:Full timeLocation:MelbourneGroup:Macquarie Graduate and InternsDivision:Macquarie Graduates and internship opportunities (Australia and New Zealand)Recruiter:Macquarie Graduate Team
",,Macquarie Group is a global financial services provider with offices in 28 countries. ,,,,
162048,Mercedes me Brand Store Manager – Melbourne,Melbourne City Centre VIC,During evenings the store transforms in to an impressive events space allowing Mercedes-Benz to host a range of events and engage a diverse group of potential...,https://scoutjobs.com.au/job/6103-mercedes-me-brand-store-manager-melbourne?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://scoutjobs.com.au/job/6103-mercedes-me-brand-store-manager-melbourne,Mercedes-Benz Australia Pacific,,,,,,,,,,,,01-05-2016_16:00,Just posted,"Register Free.
Already have an account?Register
Shortlist jobs, set email alerts and save your job searches.
Don't have an account?Sign in
Shortlist jobs, set email alerts and save your job searches.
Don't have an account?Register
Already have an account?Sign in
Shortlist jobs, set email alerts and save your job searches.
WE HAVE AN EXCITING OPPORTUNITY FOR AN EXPERIENCED STORE MANAGER 
Sunspel's first International store in Gertrude Street Fitzroy is looking for a store manager to join the team. 
Here at Sunspel we draw upon our rich heritage to create clothes that are both timeless and modern.
Fitzroy, Victoria, Australia
Mr and Mrs Jones is a rapidly expanding gift and homewares brand, with stores across Sydney. We are currently seeking a dynamic Assistant Store Manager who is sharp as a knife and as fast as a speeding bullet.
Sydney CBD, New South Wales, Australia
Play an integral role in the growth and success of the concept stores for one of Australia’s most iconic heritage brands with a modern approach to menswear dressing.
Melbourne, Victoria, Australia
You will be passionate about the brand, its products and the Mercedes me Store concept and technologies.   Knowledge of basic car technology and the use of media would be advantageous.

To be considered for this role you will present with exceptional business acumen and a track record of motivating and leading teams to top performance. Excellent interpersonal and social skills with all levels of community, strong customer orientation, and a high level of personal integrity and empathy are a must.  Your innovativeness, hands on approach along with professionalism and willingness to learn will ensure your success.


In this critically important role you will ultimately be responsible for the daily management and professional, successful performance of all areas of the Mercedes me Store.  As a standout, highly motivated and proactive leader, you will have excellent attention for detail, instinct for great ideas and above all a proven ability to drive success and achieve results in a similar type role.

The first of its kind in Australia, the Mercedes me Store in Melbourne will be the seventh Mercedes me location worldwide, set-up as an inner-city concept – a meeting place during the day to enjoy coffee, breakfast or lunch (through our hospitality partner St Ali) and a place to engage the brand with a special vehicle on display and fitting AV/digital brand integration. During evenings the store transforms in to an impressive events space allowing Mercedes-Benz to host a range of events and engage a diverse group of potential customers.

Mercedes-Benz Australia is offering a truly exciting and unique opportunity for a dynamic and outstanding leader to be responsible for the successful launch and ongoing operation of the new Mercedes me Store in Melbourne’s CBD.
",,,,,,
162046,Sales Professional,Forster NSW,"The Part Time Sales Professional position involves working across a 7 day roster including late night trade & weekend work, averaging 15-20 hours a week....",http://careers.michaelhill.com/mob/cw/en/job/498099/sales-professional-part-time-forster?source=IND,http://careers.michaelhill.com/mob/cw/en/job/498099/sales-professional-part-time-forster?,Michael Hill Jeweller,,,,,,,,,,,,01-05-2016_16:00,Just posted,"
Powered by PageUp
Perform diamond presentations, receive accredited training, build own client base, earn uncapped bonuses, attend awards nights with a global company.

Oops! Please check your email for errors!
Ok, we will send you jobs like this.
We will email you new jobs that match this search.
Back to listRefer a friend

Advertised:May 03 2016Aus. Eastern Standard TimeApplication close:May 27 2016Aus. Eastern Standard Time
Apply now to invest in your brighter future.
If you thrive in a fast paced sales environment and are looking for a long term career that truly shines, then look no further
The Part Time Sales Professional position involves working across a 7 day roster including late night trade & weekend work, averaging 15-20 hours a week. Flexibility is a must for this position.
Essential to your success with us is:
You do not need a background in jewellery - when we recognise a certain sparkle in people we nurture that talent with full training in a supportive team environment.
At Michael Hill we value the pursuit of success, supporting our staff with unique training opportunities and ongoing professional development. Commitment to our people, accountability for our actions, and pride in our brand ensures that the Michael Hill story is one of progress and innovation.
As an international business we offer security, growth and the opportunity to be mentored by industry leaders. Michael Hill is a dynamic result's driven company who offer world class quality designed products crafted by our own jewellers', and many of the world's leading manufacturing jewellery houses.
What can Michael Hill offer you?
Agency:MHJ AustraliaJob no:498099Work type:Part timeLocation:NSW, OtherCategories:Retail Sales
",,,,,,
162039,PHONE BASED APPOINTMENT SETTING,Sydney NSW,This innovative organisation has produced a system to help industries such as retail and wholesale to track products and revenue using cloud based applications....,http://www.careermums.com.au/job-298555-PHONE-BASED-APPOINTMENT-SETTING?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://www.careermums.com.au/job-298555-PHONE-BASED-APPOINTMENT-SETTING,,,,,,,nancy.samson-record@hays.com.au,02 6161 0128,,,,,01-05-2016_16:00,Just posted,"Job Classification
Nancy Samson-RecordHays0282269852
Not mentioned
A phone based business development job in the Western suburbs, base + commissions OTE $75KYOUR NEW COMPANYThis innovative organisation has produced a system to help industries such as retail and wholesale to track products and revenue using cloud based applications. Due to substantial growth they are looking for a phone based business development consultant to join their fun, driven and supportive team.YOUR NEW ROLE Your new role will involve research, out bound calls, relationship building and recording outcomes. You will be provided with warm leads to develop into face to face meeting for the sales team. This is a team environment with personal targets. You'll be supported and guided by experienced and expert colleagues and a fun yet professional environment.WHAT YOU'LL NEED TO SUCCEEDTo be successful in your application you will need to have excellent communication skills and be able to hold intelligent conversations on a corporate level. At least 1 year in a similar field and be tech savvy. Previous experience working to targets and making bookings will be very beneficial.WHAT YOU'LL GET IN RETURNIn return you will receive a base salary of $47k + Super + Commissions (OTE $75K). Own transport will be essential and free parking is available onsite. This is not convenient for public transport. There is a lot happening in the pipeline for this company so career progression will be a possibility down the track.WHAT YOU NEED TO KNOWIf this sounds like you and you have the experience required please APPLY NOW or for further information call Nancy on 0282269852 or nancy.samson-record@hays.com.au.
Salary:$120,000 - $150,000Additional Salary Info:GREAT COMMISSION
Work Type :Full TimeIndustry & Position :Call Centre / Customer Service , TelemarketingLocation & Area :NSW , Sydney - South


Email:info@careermums.com.au
Telephone:02 6161 0128

",,,,,,
162037,Sales & Marketing Director,Bowral NSW,"As a sales and marketing director, your responsibilities and duties are as following, but not limit to:. Work closely with the General Manager to determine...",https://jobsearch.gov.au/Job/View/Details/2275194446?utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,https://jobsearch.gov.au/Job/View/Details/2275194446,,$23.08 an hour,23.08,an hour,,,,,,,,,01-05-2016_16:00,Just posted,"Sales & Marketing Director - BOWRAL
Education:
The most common level of educational attainment for Other Hospitality, Retail and Service Managers is Certificate III/IV (24.1 per cent).
Description:
This unit group covers Hospitality, Retail and Service Managers not elsewhere classified.
For information about working in Australia contact theDepartment of Immigration and Border ProtectionExternal link. Opens in a new window.
Warning:Jobs may be filled by the time you make an enquiry
Furthermore, a successful candidate must speak Mandarin and experienced in the hospitality industry.
Set apart in its own secluded hilltop woodland just east of Bowral in the beautiful Southern Highlands of New South Wales, Milton Park Country House Hotel & Spa is a five star hotel offering luxurious accommodation, fine cuisine and impeccable yet discreet service in an atmosphere of relaxed sophistication.
To join the SOUTHERN HIGHLANDS' LEADING LUXURY HOTEL & SPA
Sign in with AusKey to manage your wage subsidy
Wage subsidy
Sign in or register as an employer
Employer
Sign in or register as a job seeker through myGov
Job seeker
Search for jobs in the resources sector right across Australia
Resources Sector Jobs Board
Helping young people to start work or continue their education
Transition to Work
Get real life work experience for up to 4 weeks to gain skills and confidence
National Work Experience Programme
Find activities to build new skills, experience and confidence
Work for the dole
Be your own boss with the New Enterprise Incentive Scheme
Start your own business
Find out your rights if you’re going to have a baby
Support for working parents
Search for jobs for Indigenous Australians
Indigenous jobs
Find work harvesting fruit and vegies
Harvest jobs
Find out how jobactive works
jobactive for job seekers
Your local jobactive provider can help you find and keep a job
Find a provider
Thousands of jobs online right now
Find a job
Trial a job seeker through work experience before you hire them
National Work Experience Programme
Get help to employ workers with disability
Hire people with disability
Get help with your payroll to employ new staff
Get a wage subsidy
All you need to know about hiring an apprentice
Hire an apprentice
Get up to $10,000 for hiring a mature age worker
Restart for over 50s
The latest news in recruitment
jobactive blog
Find out how jobactive works
jobactive for employers
Your local provider can help find candidates at no cost to you
Get help with your recruitment
Advertise to thousands of candidates at no cost to you
Advertise a job
",,,,,,
162067,MR Driver/ Store person,Canberra ACT,"Minimum MR Drivers Licence. Previous warehouse / stores experience. You will be a key member of a small team where duties are shared across driving, despatch,...",https://www.chandlermacleod.com/transport-shipping-logistics-jobs/mr-driver-store-person/640230?utm_source=indeed&utm_medium=organic&utm_campaign=indeed,https://www.chandlermacleod.com/transport-shipping-logistics-jobs/mr-driver-store-person/640230?&utm_medium=organic,Chandler Macleod,,,,,,,,,,,/cmp/Chandler-Macleod?from=SERP&campaignid=serp-linkcompanyname&fromjk=3ed03713310d9793&jcid=2cc803336f95091d,01-05-2016_16:00,Just posted,"MR Driver/ Store person
Terms of Use|Privacy|Online Security|Site Map|Back to Top
As one of the Australia's largest providers of human resources solutions, Chandler Macleod has a proven track record of unleashing potential in people and companies.Our client is one of Australia's largest independent specialist freight carriers who are looking for a reliable team member to join there Canberra branch.You will be a key member of a small team where duties are shared across driving, despatch, receiving and wrapping, packing, storage of goods etc.Main duties will involve:* Loading and unloading transport vehicles* Operating forklift* Utilising technology to process orders* Local deliveries of sensitive freights* General yard dutiesWe are seeking:* Minimum MR Drivers Licence* Current forklift ticker (FL) and extensive experience operating a forklift* Previous warehouse / stores experience* A keen positive attitude and the ability to do some manual lifting* Proven safety orientationYou will have the ability to work a variety of shifts, including nightshift. A successful applicant will be looking for long-term job prospects and stable and secure work environment, as the role has a significant opportunity of career progression.If you feel you are a suitable applicant for this position, submit your application by hitting ""apply now""
",,"There's no greater reward in life than seeing someone reach their full potential. At Chandler Macleod Group our unleashing potential philosophy is at the heart of everything we do, to ensure you find a workplace where you are safe, happy, rewarded, trained and developed.",,,Consulting and Business Services,http://www.chandlermacleod.com/
162041,Bushland Management Team Members (casual),North Melbourne VIC,Essential - Current Manual Victorian Car Licence. Qualifications relevant to the industry are desirable. If the successful applicants do not have ChemCert and...,http://nrmjobs.com.au/search-for-jobs/?g=9651701&title=Bushland%20Management%20Team%20Members%20%28casual%29&utm_source=Indeed&utm_medium=organic&utm_campaign=Indeed,http://nrmjobs.com.au/search-for-jobs/?g=9651701&title=Bushland%20Management%20Team%20Members%20%28casual%29,Naturelinks Landscape Management,,,,,,torecruitment@naturelinks.com.auor,03 739 305,,,,,01-05-2016_16:00,Just posted,"Environmental jobs, Water jobs, Conservation jobs at NRMjobs
Copyright © 2016Environmental jobs, Water jobs, Conservation jobs at NRMjobs. All Rights Reserved.NRMjobs created byadelaide website design.

Please include the NRMjobs ID number in the subject line of your email.
All enquiries and applications can be directed to Lucy Patterson on 0403 739 305
Applicants can send their resume torecruitment@naturelinks.com.auor email for further enquiries.
If the successful applicants do not have ChemCert and/or Chainsaw qualifications, we may require them to obtain these at your own expense.
4.Training and Licences
3. Character
2. Bushland Management
1. Core attributes
The attributes required of the successful candidates lie in 4 key areas as follows:
Reporting to the Melbourne Bushland Manager, the primary role of this position is to assist with the implementation of bushland management and revegetation projects for our various clients throughout the greater Melbourne region.
Purpose and scope
We understand that to be successful as a business, we need good people who have relevant competencies and are motivated to deliver results in the right way and in accordance with our values.
We have extensive bushland management and construction knowledge, a sound and growing customer base (government, semi-government and private organisations) together with a growing team of over 60 people and a record of delivering quality service.
On the whole, we manage and build landscapes specialising in local native flora, from our two depots at North Melbourne (where this role is based) and Mornington.
“Sustainability in everything we do.”
Formed in 1999, Naturelinks Landscape Management has a commitment to the principles of conservation, biodiversity and community involvement, as reflected in our vision:
About us

",,,,,,
162045,Process Operator - Western Port,Mornington Peninsula VIC,"You should also hold a current licence for forklift or crane operations, although training will be provided to the successful candidates....","http://bluescopecareers.nga.net.au/cp/index.cfm?event=jobs.checkJobDetailsNewApplication&returnToEvent=jobs.listJobs&jobid=E90127D7-EA6F-484B-94A3-A5E700F4AEE0&CurATC=EXT&CurBID=62AFB35D%2D9273%2D4A11%2D8DCC%2D9DB401354197&JobListID=22FC4F47%2DE994%2D46A3%2DB8C9%2D9BC901269F43&jobsListKey=2a1edc87%2D8076%2D4130%2Daca4%2D721f98d9e2ed&persistVariables=CurATC,CurBID,JobListID,jobsListKey&lid=57605710008&source=Indeed","http://bluescopecareers.nga.net.au/cp/index.cfm?event=jobs.checkJobDetailsNewApplication&returnToEvent=jobs.listJobs&jobid=E90127D7-EA6F-484B-94A3-A5E700F4AEE0&CurATC=EXT&CurBID=62AFB35D%2D9273%2D4A11%2D8DCC%2D9DB401354197&JobListID=22FC4F47%2DE994%2D46A3%2DB8C9%2D9BC901269F43&jobsListKey=2a1edc87%2D8076%2D4130%2Daca4%2D721f98d9e2ed&persistVariables=CurATC,CurBID,JobListID,jobsListKey&lid=57605710008",BlueScope Steel,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/8c67609f0e243d7c6ce33068767e4963.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,8c67609f0e243d7c6ce33068767e4963.png,/cmp/Bluescope-Steel?from=SERP&campaignid=serp-linkcompanyname&fromjk=6e85b6897337c662&jcid=85d42cc89f11996f,01-05-2016_16:00,Just posted,"


Position DescriptionOpens in new window

Messages
",,"BlueScope Steel Limited (BlueScope Steel) is an Australia-based company. The Company, along with its subsidiaries, is principally engaged in the manufacture and distribution of flat steel products; manufacture and distribution of metallic coated and painted steel products; manufacture and distribution of steel building products, and design and manufacture",,,,http://www.bluescopesteel.com
162036,ASSISTANT STORE MANAGER,Brighton VIC,One of Australia's leading lifestyle retailer with over 100 stores across the nation is currently seeking an experienced Assistant Store Manager to join the fun...,http://www.fashionfirst.com.au/Advertisements/ApplicantPortal.asp?jobID=34198,http://www.fashionfirst.com.au/Advertisements/ApplicantPortal.asp?jobID=34198,,"$100,000 a year",100000,a year,,,,,,,,,01-05-2016_16:00,Just posted,"Tick this box for an email copy of this application.
Cover note
APPLY FOR THIS JOB
Assistant Store Manager- Amazing brand- Competitive salary- Great location- Fabulous product discount!One of Australia's leading lifestyle retailer with over 100 stores across the nation is currently seeking an experienced Assistant Store Manager to join the fun and dynamic team at their beautiful Brighton boutique!We're currently seeking someone who has had management experience in apparel, footwear or lifestyle businesses and is ready to take the next step into their retail management career.Positive energy is a must!As an Assistant Store Manager you will provide management, leadership and direction to the store teamThe primary purpose of an Assistant Store Manager is:• To achieve profitable company sales, seasons budgets and deliver the store budget• To ensure excellent customer service and visual presentation of store and merchandise• Have the passion to make your customers feel special• Making your customers and team feel special and driving return businessThe successful applicant will receive:• A competitive salary + great bonus structure• Great employee discount• Career advancement opportunities• A great and supportive environment with a fun and dynamic teamIf you have the skills to coach and inspire a team, deliver superior customer service, and have demonstrated ability to meet and exceed sales targets, we would love to hear from you!Please note that only successful candidates will be notified
Brighton VicSalary Package:Competitive salaryDate posted:3 May 2016
Assistant Store Manager
THE DETAILS
",,,,,,
162035,Receptionist / Administrator,Sydney NSW,General administration duties as required. Your duties will include:. If you are an enthusiastic individual who is eager to learn and you are looking for your...,http://accountability.com.au/jobs/receptionist-administrator-45k-super-north-sydney/?_sft_location=sydney,http://accountability.com.au/jobs/receptionist-administrator-45k-super-north-sydney/?_sft_location=sydney,AccountAbility,,,,,,,,,,,,01-05-2016_16:00,Just posted,"Receptionist / Administrator – $45K + Super – North Sydney
Web design byThe Bamboo Garden
CandidateEmployer
Aimee and Dawn have been very supportive and followed up with me throughout the entire process. It’s been a pleasure to have their guidance from day one, they made the interview process smooth and eased any doubts I had about the role. Thank you so much to all the team at AccountAbility. It’s a place for true professionals.

Lara - Candidate

Lara - Candidate
Testimonial
Search again
Business SupportReceptionist
Browse other related positions
Apply Now
If you are an enthusiastic individual who is eager to learn and you are looking for your first job into the Corporate world then please get in touch by clicking the apply button below or contacting Gemma at AccountAbility.
The PersonIn order to be successful you will have:
Your duties will include:
The Role
The CompanyYou will be joining a growing company based in North Sydney with a fast paced and innovative culture. If you are looking to join a vibrant and close knit team that will offer opportunities to progress your career then this is the job for you. You will gain a stepping stone into the corporate world and the opportunity to really take ownership of your role.
Are you looking to join a corporate company and build on your skills? Do you have high levels of customer service?
",,,,,,
162047,Store Manager,Emerald QLD,"Hold previous big-box management, or area management experience within a retail environment. You will need to mentor and develop your management team in all...",https://career10.successfactors.com/career?career_ns=job_listing&company=Woolworths&navBarLevel=JOB_SEARCH&rcm_site_locale=en_GB&career_job_req_id=134296&jobPipeline=Indeed,https://career10.successfactors.com/career?career_ns=job_listing&company=Woolworths&navBarLevel=JOB_SEARCH&rcm_site_locale=en_GB&career_job_req_id=134296,Woolworths Supermarkets,,,,,,,,https://d2q79iu7y748jz.cloudfront.net/s/_logo/53fc243bfd3f57902ebacd9da85e4957.png,https://d2q79iu7y748jz.cloudfront.net/s/_logo,53fc243bfd3f57902ebacd9da85e4957.png,/cmp/Woolworths-Limited?from=SERP&campaignid=serp-linkcompanyname&fromjk=b1a08615c88e4dbc&jcid=464ae0580cf56ff6,01-05-2016_16:00,Just posted,"Career Opportunities: Store Manager - Woolworths Emerald East (134296)

",,"Woolworths Limited is made up of some of the most recognisable and trusted brands in retailing, serving millions of customers every day with great choice, low prices and excellent quality. Our retailing expertise stretches across food & grocery, liquor, petrol, general merchandise and consumer electronics, serving millions of customers each and every",more than $10bn (AUD),10000,Retail,http://www.woolworthslimited.com.au/
